node_id,split,dialog_id,turn_id,text,shift_label
1371,train,89,11,i see ! so you have any hobbies ?,1
1372,train,89,12,i like to ride my motorcycle when possible . i always have to have a helmet !,0
1373,train,89,13,safety first ! my best friend is vegan . which works well . because chicken is gross,1
1374,train,90,0,hello how are you today ?,-1
1375,train,90,1,hi . okay . heartburn . 2 months until i am due . the twins are restless tonight .,0
1376,train,90,2,"that is funny , i do not get along with my wife",1
1377,train,90,3,"oh , no . sorry to hear that . hubby and i disagree once in a while about the kids .",0
1378,train,90,4,"we fight about our cat , spook",0
1379,train,90,5,"yeah . well , i wish you luck there . we bought a cute 2 story house .",1
1380,train,90,6,"nice , i do not think i have ever left ohio",0
1381,train,90,7,you should travel if you get a chance . its expensive to travel with kids .,0
1382,train,90,8,not if you like to hitch hike,0
1383,train,90,9,"i suppose , but that does not work with a pregnant woman and 3 kids",0
1384,train,90,10,sounds like someone has been busy,0
1385,train,90,11,"yep . between work at the bank and the kids , i am exhausted every night .",0
1386,train,90,12,yes you need to get more sleep,0
1387,train,90,13,so true . enough about me . tell me more about you .,0
1388,train,90,14,i should fly to england,1
1389,train,90,15,sounds like a lot of fun .,0
1390,train,91,0,"hello , how are you today ?",-1
1391,train,91,1,hey ! just watching a game of football with my children . you ?,0
1392,train,91,2,that is cool ! i am an alcoholic who is recovering,1
1393,train,91,3,ah man congrats for trying to get back on the road !,0
1394,train,91,4,"yeah , i live in the city now so its hard",0
1395,train,91,5,"ah i live in florida man , i feel you . the city is full of temptations .",0
1396,train,91,6,yeah it really is tempting ! i used to live on a farm though,0
1397,train,91,7,do you have a job currently ? i am a programmer for a game company .,1
1398,train,91,8,i want to but i am a male 45 year old who was an alcoholic,0
1399,train,91,9,"it must be hard making a living , i feel sorry for you pal .",0
1400,train,91,10,it is ok ! i will hopefully get better,0
1401,train,91,11,do you have any hobbies ?,1
1402,train,91,12,yeah i like to count the freckles on my foot,0
1403,train,91,13,haha you are a funny guy ! maybe you should be a stand up comedian !,0
1404,train,91,14,thank you ! that would be really fun,0
1405,train,91,15,"anyways man i gotta go walk my dogs soon , it was nice chatting with you !",0
1406,train,92,0,"hi , want to get to know each other ?",-1
1407,train,92,1,sure ! what do you do for a living ?,0
1408,train,92,2,"i am a student . i study languages , you ?",0
1409,train,92,3,"i am a student also , i have a degree from yale but i am going back soon .",0
1410,train,92,4,"wow , what is your degree in ?",0
1411,train,92,5,"finance , i am going back for business next .",0
1412,train,92,6,ambitious . i am just about fluent in spanish . i am starting french soon .,1
1413,train,92,7,"wow that is awesome ! thanks , my parents inspired me . they are rich bankers .",0
1414,train,92,8,rich is probably nice . i would like more money for travel,0
1415,train,92,9,me too . they make me work for everything i have .,0
1416,train,92,10,that is for the best . what do you do for fun ?,1
1417,train,92,11,not much really . i stay pretty busy . you ?,0
1418,train,92,12,well i try to . i play in a band on weekends,0
1419,train,92,13,that is nice ! which instrument ? i just bought my first car .,1
1420,train,92,14,i play the drums . like lane kim . what kind of car,0
1421,train,92,15,never heard of him . a 2000 bmw . its not much but i am proud .,0
1422,train,93,0,"hey , what is your favorite food ? mine is donuts .",-1
1423,train,93,1,"hello , i love fries , and am getting married soon .",1
1424,train,93,2,that is exciting ! what do you like to do for fun ?,1
1425,train,93,3,i love to try new restaurants and dance .,0
1426,train,93,4,"cool ! during the weekends , i like to do live action roleplaying events .",0
1427,train,93,5,"i am a kindergarten teacher , i look up new painting techniques on the weekends",0
1428,train,93,6,that sounds like fun . i play a ridiculous amount of call of duty .,0
1429,train,93,7,i used to play a lot of fallout when i was in college .,0
1430,train,93,8,"oh man , i love fallout . was just playing new vegas earlier .",0
1431,train,93,9,dogmeat is awesome . i would love to go to an elvis school,0
1432,train,93,10,an elvis school ? what is that ?,0
1433,train,93,11,it is one of the areas in fallout .,0
1434,train,93,12,"oh good lord , i am too tired . what kind of car do you drive ?",1
1435,train,93,13,"i have a maclaren , it is awesome .",0
1436,train,93,14,radical ! mine is a ford pinto .,0
1437,train,93,15,my boyfriend bought it for me as a wedding gift .,0
1438,train,94,0,hello i am 8 years old how old are you ?,-1
1439,train,94,1,"hi , i am 20 . nice to meet you .",0
1440,train,94,2,i love mackey mouse . what is your favorite character ?,1
1441,train,94,3,i like cartman . my favorite thing is shopping .,0
1442,train,94,4,i meant mickey . cool i have a lot of friends and love the playground . do you ?,1
1443,train,94,5,"sounds fun , yes i do ! shoes and watches are my favorites to shop for .",0
1444,train,94,6,frozen songs are the best what songs are your favorite ?,1
1445,train,94,7,do you want to build a snowman !,0
1446,train,94,8,oh gosh of course ! do you go to school ?,1
1447,train,94,9,"no , i am just a watch dealer . my family do not like it",0
1448,train,94,10,third grade has been awesome . oh no that stinks .,0
1449,train,94,11,third grade was so fun ! good for you .,0
1450,train,94,12,do you like mickey mouse ?,1
1451,train,94,13,i would like him more if he got me a rolls royce ghost,0
1452,train,94,14,that would be cool . what is your favorite toy on the playground ?,1
1453,train,94,15,i like to swing on the swing sets . how about you ?,0
1454,train,95,0,"good day , how are you ?",-1
1455,train,95,1,"hello , i am doing well . i think i may have had too much coffee . you ?",0
1456,train,95,2,"i am good , taking a break from my assignments before heading to europe .",0
1457,train,95,3,i went to a star wars convention in helsinki . are you going there ?,0
1458,train,95,4,"that sounds fun , i am actually go to visit the louvre in paris .",0
1459,train,95,5,"that is a nice museum , i visited last summer , before football season .",0
1460,train,95,6,"i went to spain then , learned i love cooking paella . what team are you for ?",1
1461,train,95,7,i am with ohio state . born and raised in ohio,0
1462,train,95,8,awesome . what do you do for a living,1
1463,train,95,9,"i am a student , going to school for veterinary medicine .",0
1464,train,95,10,i am a art major at julliard with a minor in dance .,0
1465,train,95,11,very nice . do you like animals ?,1
1466,train,95,12,i love them . there is a dog on my bed right now .,0
1467,train,95,13,"mine too , a beagle . what do you have ?",0
1468,train,95,14,"she is my roommates dog , but a chihuahua . i have a lab pit mix .",0
1469,train,95,15,how tiny ! do you like coffee ?,1
1470,train,96,0,what are you doing up this late,-1
1471,train,96,1,i was cooking ! what about you ?,0
1472,train,96,2,i am walking my dogs,0
1473,train,96,3,this late ! i am just practicing my cooking . how old are you ?,1
1474,train,96,4,yes this late can you make tacos,0
1475,train,96,5,"yes ! i love tacos ! there is not much i do not like , i am 23",0
1476,train,96,6,where do you live,1
1477,train,96,7,i live in oregon for now but i have been all over the world this year .,0
1478,train,96,8,have you been alabama,0
1479,train,96,9,yes . the tacos there were amazing ! where do you live ?,0
1480,train,96,10,i live in montgomery,0
1481,train,96,11,i keep my yacht close by there . i am renting it out right now .,0
1482,train,96,12,you have yacht nice,0
1483,train,96,13,would you like to travel with me ? i have been almost everywhere .,1
1484,train,97,0,"hello ! finishing up my nightly glass of wine , what are you drinking ?",-1
1485,train,97,1,i have coffee . up late sewing . you ?,0
1486,train,97,2,looking over the little league roster . i have to coach in the morning .,0
1487,train,97,3,oh ! my grandson is in little league . what age group ?,0
1488,train,97,4,i have the babies . 4 6 . they are adorable . i have five boys .,0
1489,train,97,5,that sounds great ! do you ever go so pro league games with them ?,0
1490,train,97,6,"i try not too . i am a mini van mom , that is their dads job",0
1491,train,97,7,"lol . i get it . i am retired , and i leave that to my kids !",0
1492,train,97,8,i wish i was retired ! i live on coffee in the day .,0
1493,train,97,9,"it is great , especially once i beat the cancer .",1
1494,train,97,10,very nice to hear . congratulations !,0
1495,train,97,11,thanks ! so how old are your kids ?,1
1496,train,97,12,"16 , 14 , 8 , 5 , 5 . the youngest are twins .",0
1497,train,97,13,"wow ! that is nice . my kids are grown . grandkids are 10 , 12 , 15 , 17 .",0
1498,train,97,14,"those are the fun ages . i like the teens , even though they come with drama",0
1499,train,97,15,"yes , and i can send them home if they act up !",0
1500,train,98,0,hi there . how is it going ?,-1
1501,train,98,1,hello ! how are you doing ? i am doing pretty well today,0
1502,train,98,2,i am doing great ! just got home from shopping .,0
1503,train,98,3,where are you from ? i live in the us now but was born in africa . somalia,1
1504,train,98,4,i live in north carolina .,0
1505,train,98,5,nice . how is the weather there ? are you married ?,1
1506,train,98,6,tell me something about yourself .,1
1507,train,98,7,i love dancing . all kinds,0
1508,train,98,8,i love to shop alot !,0
1509,train,98,9,shopping can be quite fun . i was not allowed to shop as a child in somalia .,0
1510,train,98,10,i shop for shoes and watches .,0
1511,train,98,11,i could use dance shoes . if we lived closer together i would suggest we go shopping,0
1512,train,98,12,"i am married , have been for 5 years .",1
1513,train,98,13,my aunt brought me to california after she found out i had to marry a man .,1
1514,train,98,14,"oh , i love going to ca",0
1515,train,98,15,it is quite pretty here . i own a dance studio,1
1516,train,99,0,hi . how are you today ?,-1
1517,train,99,1,what are you doing today ?,1
1518,train,99,2,working on building a house .,0
1519,train,99,3,cool . i am listening to the rolling stones .,0
1520,train,99,4,that is a good band . do you have pets ?,1
1521,train,99,5,nope . just two kids . what do you like to do ?,1
1522,train,99,6,i like to build houses and hang out with my cats .,0
1523,train,99,7,what is your favorite food ?,1
1524,train,99,8,i do not really have one . how about you ?,0
1525,train,99,9,veggies . i like to eat clean .,0
1526,train,99,10,what do you do for work ?,1
1527,train,99,11,i am an economist . is building houses a job or hobby ?,0
1528,train,99,12,it is my job . my dad was who taught me the trade .,0
1529,train,99,13,very interesting ! nice chatting . have a great day !,0
1530,train,99,14,you do the same . i will go play with my cats now .,0
1531,train,99,15,how many do you have ?,0
1532,train,100,0,"hey , jefferson here , i love documentaries",-1
1533,train,100,1,"i love dogs her name is barnaby , a german shepherd",1
1534,train,100,2,oh that is so cool . i have a dog with my husband in pennsylvania .,0
1535,train,100,3,"nice to meet you , i work in the usps",1
1536,train,100,4,i order a lot of books online . i read one every week .,1
1537,train,100,5,how big are the dogs ? are they grey color ? that is my color,1
1538,train,100,6,"i would not know , they are your dogs haha .",0
1539,train,100,7,do you order from amazon ? my dad is a nascar racer,1
1540,train,100,8,"i do order from amazon , i am a pa right now .",0
1541,train,100,9,are there scorpions in your area ? i hate them,1
1542,train,100,10,"i sure hope not , they are scary !",0
1543,train,100,11,amazon is a great place to order books,1
1544,train,100,12,oh yeah that is a fact .,0
1545,train,100,13,"i feel the same , they are so dangerous in my area",1
1546,train,100,14,my uncle died from a scorpion .,0
1547,train,100,15,do you like to go fishing ?,1
1548,train,101,0,hi i am george . i love papayas !,-1
1549,train,101,1,hi i am john and love to the mountains,0
1550,train,101,2,do you like models ? i married one . from italy,1
1551,train,101,3,yes i like models and i am not married,0
1552,train,101,4,"do you want to be , i have no close family",0
1553,train,101,5,sure how can that happen ?,0
1554,train,101,6,"meet a woman , , go on dates have fun",0
1555,train,101,7,i have one dog and a nice career,1
1556,train,101,8,that is nice to hear . i farm honey bees,1
1557,train,101,9,in the spring time i go hiking all the time,1
1558,train,101,10,"that sounds like fun , i love the outdoors and everything in them",0
1559,train,101,11,do you have any pets ?,1
1560,train,101,12,yes i do i have a dog and 2 cats at the moment,0
1561,train,101,13,"i have one dog myself , she can be a bit of pain",0
1562,train,101,14,mine are so spoiled and i only have myself to blame,0
1563,train,101,15,rock climbing can be scary at times but its very exciting to see the top,1
1564,train,102,0,"hi there , do you love taylor swift ?",-1
1565,train,102,1,you know it . i wish it was still summer .,1
1566,train,102,2,"not me , i am ready for the cuddle weather .",0
1567,train,102,3,cool ! i love to go rock climbing my fav summer activity .,0
1568,train,102,4,i do not like your summer at all,0
1569,train,102,5,i like spring too for hiking . you like winter best ?,0
1570,train,102,6,"i just love the cold , i am only twenty four",0
1571,train,102,7,so where do you live ? me colorado your kind of weather,1
1572,train,102,8,"cali , it gets hot over here",0
1573,train,102,9,job for me is mechanical engineer . what about you ?,1
1574,train,102,10,i dance on the weekends for money,0
1575,train,102,11,pets ? i have a dog named trooper . he is a black lab .,1
1576,train,102,12,does he like tacos ? i really like tacos,1
1577,train,102,13,he likes everything . lol what do you do during the week ?,1
1578,train,102,14,i need to catch up on sleep,0
1579,train,102,15,i can relate to that i am always tired .,0
1580,train,103,0,hello there ! how are you doing today ?,-1
1581,train,103,1,just jamming out to some new kids on the block ! !,0
1582,train,103,2,oh my ! i am just enjoying a new coloring book after a hectic evening .,0
1583,train,103,3,how sweet ! ! i need to get my dance gear ready for my class tomorrow night !,1
1584,train,103,4,my husband found out he was adopted earlier . . . would not necessarily call it sweet .,0
1585,train,103,5,"now that is heavy stuff ! being born in the early eighties myself , i suppose anything is possible .",0
1586,train,103,6,"it definitely came as a shock . so , you are a dancer ?",1
1587,train,103,7,big time ! i love hip hop ! and you ?,0
1588,train,103,8,we listen to a lot of underground rap . not too popular in our rural farm community .,0
1589,train,103,9,"ha ! i love that randomness ! so , i was cleaning out closets and found my lite brite !",1
1590,train,103,10,lol . i had one of those when i was a kiddo . . . along with my easy bake oven p,0
1591,train,103,11,yes ! so throwback ! what is your go to late night snack ?,1
1592,train,103,12,hmm . . . nachos or chili cheese fries . you ?,0
1593,train,103,13,"whoa ! again , intense ! i am a cereal kind of girl .",0
1594,train,103,14,i have a super high metabolism so i usually eat whatever i want . favorite cereal ?,0
1595,train,103,15,raisin bran ! i am way hard core . i have crap metabolism .,0
1596,train,104,0,i am jo and i love the color yello,-1
1597,train,104,1,hi jo . yellow is a great color . it is the color of fall in colorado .,0
1598,train,104,2,yellow i am a gold medalist for 100 meter in the olympics,0
1599,train,104,3,wow ! that is impressive . swimming or running ?,0
1600,train,104,4,running . and i also do gymnastics it is my fave,0
1601,train,104,5,nice . i prefer hiking and rock climbing myself . living in co is great for those .,0
1602,train,104,6,nice i love enjoy italian food and garlic bread,1
1603,train,104,7,me too . i often go to company dinners at italian restaurants . what is your favorite dish ?,0
1604,train,104,8,that is awesome . i love chicken alfredo,0
1605,train,104,9,delicious choice . i love coming home from work to a nice plate of that .,0
1606,train,104,10,it is and i do enjoy it a lot .,0
1607,train,104,11,i work as a mechanical engineer so i do not know a lot about gymnastics .,1
1608,train,104,12,yeah i its quite not that hard to understand the mechanics of it,0
1609,train,104,13,i am sure . have you ever been to colorado ?,1
1610,train,104,14,no i have never been to colorado,0
1611,train,104,15,"i live there , you will have to come visit sometime . great trails for running .",0
1612,train,105,0,"hello , how are you this evening ?",-1
1613,train,105,1,so far so good . who am i speaking to ?,0
1614,train,105,2,"i am bryan the rose gardener , who are you ?",0
1615,train,105,3,philip . me and my dog charlie are just listening to music,0
1616,train,105,4,"awesome , i am hanging out in my big in home library",0
1617,train,105,5,well that is nice . what book are you currently reading ?,0
1618,train,105,6,"a book on how to read lips , i am half deaf",0
1619,train,105,7,i always thought that would be an interesting skill to have lol,0
1620,train,105,8,"it works for me , and i love to read when i drink my fancy tea",0
1621,train,105,9,tea huh ? like the stuff but goes awful with pizza imo,0
1622,train,105,10,"i bet , i prefer a nice glass of cow milk with my pizza , lol",0
1623,train,105,11,"the double cow consumption , nice . always goes down with some lil wayne",0
1624,train,105,12,"lil wayne , what is that ? sounds like a soda flavor , mom get me some lil wayne",0
1625,train,105,13,lol i do not know how to respond to that,0
1626,train,106,0,"greetings from the big apple , kim here , how are you ?",-1
1627,train,106,1,"i am fine , how much are your apples ?",0
1628,train,106,2,not for sale ! they are looking good in central park though,0
1629,train,106,3,i actually thought you were selling chocolate covered apples,0
1630,train,106,4,"sorry , i live there on central park west , costs as much to park as to live , you ?",0
1631,train,106,5,"well , i do not have a car . i just use a bike instead lol",0
1632,train,106,6,"i have a beemer , what kind of bike ?",0
1633,train,106,7,"a roadmaster , how well does yours work ?",0
1634,train,106,8,"great , when i can get it out in traffic , are you in school ?",1
1635,train,106,9,"i go to school from home , on a computer . i use it for exercise",0
1636,train,106,10,"i see , live remote with parents ? my dad is bank president , so we live in town",0
1637,train,106,11,"that is pretty cool , i kind of enjoy being alone",0
1638,train,106,12,i start business school next year to be a banker like parents . i like crowds,0
1639,train,106,13,you can be you and i can be me . i am practicing my 3rd language,1
1640,train,106,14,i like money too and i want to live in a penthouse when i leave home,0
1641,train,106,15,"penthouses are really nice , i believe you will get there with determination",0
1642,train,106,16,"i will , thank you for chatting with me",0
1643,train,106,17,"you are very welcome , keep dreaming big and have a nice day",0
1644,train,107,0,hello . what kind of car do you drive ?,-1
1645,train,107,1,"a mazda protege , what do you drive ?",0
1646,train,107,2,i drive a classic mustang . i am a mechanic .,0
1647,train,107,3,"i study language and music , can you speak french ?",1
1648,train,107,4,"no , sorry . i can only speak english . do you have any pets ?",1
1649,train,107,5,"i am allergic to symbiotic connection so i own no animals , do you ?",0
1650,train,107,6,i do . two dogs . they are amazing .,0
1651,train,107,7,what are there names ?,0
1652,train,107,8,dixon and sirius . they are black labs .,0
1653,train,107,9,"i used to have a black lab named cooper , are you religious ?",1
1654,train,107,10,"i am spiritual , yes . i am a pagan .",0
1655,train,107,11,do you practice the left hand path ? i do as well .,0
1656,train,107,12,i do baneful workings if the situation calls for it .,0
1657,train,107,13,how has that been going ?,0
1658,train,108,0,do you live in the southwest by chance ?,-1
1659,train,108,1,no i do not . i love wearing band shirts with ruffles on the sleeves,1
1660,train,108,2,thank goodness ! i am petrified of scorpions . i moved north because of them .,0
1661,train,108,3,"haha ok , i have blond short hair . i am a girl and pretty skinny staying in shape",1
1662,train,108,4,i used to stay in shape helping my dad during his nascar races . do you watch ?,1
1663,train,108,5,"no i do not watch , i listen to music and play video games",0
1664,train,108,6,my favorite game is call of duty . what about you ?,0
1665,train,108,7,"same here , its an awesome game",0
1666,train,108,8,"totally ! i deliver the mail , but sometimes drive crazy .",0
1667,train,108,9,yeah is that your job that you do ?,0
1668,train,108,10,"yeah , i deliver the mail . it pays well but the holiday hours are rough .",0
1669,train,108,11,that is cool . i work at an insurance company,0
1670,train,108,12,what kind of insurance ? maybe you can help me .,0
1671,train,108,13,health insurance helping old folks with their policy,0
1672,train,108,14,i need new car insurance . my favorite grey car was hit .,0
1673,train,108,15,ouch that reminds me of my car insurance .,0
1674,train,109,0,hey . you want to go out sometime ? i cannot resist fish and chips !,-1
1675,train,109,1,"greetings , i like fish , not chips , what is your trabajo ? work",1
1676,train,109,2,i am a college student . art major .,0
1677,train,109,3,"i am unable to go out , too busy studying , lots on my plate , art ? i like music",0
1678,train,109,4,"cool . speaking of plates , i do love making paella",0
1679,train,109,5,"who is your favorite artist ? mine is wagner , do you speak espanol ? love paella !",1
1680,train,109,6,no spanish . which is surprising for a descendant of christopher columbus !,0
1681,train,109,7,"you love food ! all i do is study , spanish now , french next , in between music",0
1682,train,109,8,i try to visit europe twice yearly . you should come with me then !,1
1683,train,109,9,"no time for travel . i hate flying , could we go on a boat ?",0
1684,train,109,10,i wish i could . i will have sea sickness if i did .,0
1685,train,109,11,"i could study , listen to music and go to europe , you could eat . lol",0
1686,train,109,12,i like where your mind is going !,0
1687,train,109,13,"take medicine , sounds fun , let us go ? you pay , okay ?",0
1688,train,110,0,i live on cloud nine .,-1
1689,train,110,1,"i am learning spanish in school ,",0
1690,train,110,2,i have a superpower and know all languages .,0
1691,train,110,3,that is super cool . i love the spanish word trabajo,0
1692,train,110,4,that means work and i do not like work .,0
1693,train,110,5,why is that ? i am also a musician,1
1694,train,110,6,"i am a lonely , weird little girl .",0
1695,train,110,7,well why do you feel so lonely ?,0
1696,train,110,8,i can make time stop .,0
1697,train,110,9,well that is cool what is the secret to making time stop ?,0
1698,train,110,10,that is a great question nobody has asked me before .,0
1699,train,110,11,i am also studying other different languages as well .,0
1700,train,110,12,which others ? i like different languages but my favorite is english .,0
1701,train,110,13,english is not so hard to speak,0
1702,train,110,14,it is hard to learn if your not born with it .,0
1703,train,110,15,i had to learn how to do it .,0
1704,train,111,0,hello how are you doing tonight ?,-1
1705,train,111,1,i have a doll . her name is susie .,0
1706,train,111,2,i have a cat . her name is spook .,0
1707,train,111,3,i have a turtle . his name is shelly . hehe,0
1708,train,111,4,do you have a lot of pets ?,0
1709,train,111,5,no . just a turtle . i have lots of toys .,0
1710,train,111,6,are you a little kid ?,1
1711,train,111,7,i am almost five . i am not little !,0
1712,train,111,8,wow you are right ! do you like pizza like i do ?,1
1713,train,111,9,"i love pizza . my best friend , lucy , her mommy cooks pizza",0
1714,train,111,10,i bet you do not like black olives on it though ! that is my favorite topping,0
1715,train,111,11,i like cheese pizza . olives are yucky .,0
1716,train,111,12,i work at the store where they sell olives and pizza ! its a grocery store,0
1717,train,111,13,do you get free pizza ? do they make you eat olives ?,0
1718,train,111,14,i can get free pizza but i can choose if i want the olives or not,0
1719,train,111,15,mommy is mad . i did not pick up my toys .,1
1720,train,111,16,uh oh you better go do that,0
1721,train,111,17,bye . thanks for talking to me . susie says bye too .,0
1722,train,111,18,bye bye ! have a nice night,0
1723,train,111,19,uh oh . shelly is running away .,0
1724,train,112,0,"hello , what are you doing ?",-1
1725,train,112,1,i am doing good . how are you ?,0
1726,train,112,2,i am good . i am eating leftovers .,0
1727,train,112,3,"cool , i am eating donuts . what do you do ?",1
1728,train,112,4,i am retired . how about you ?,0
1729,train,112,5,i am of video game tester for call of duty . what did you do ?,0
1730,train,112,6,i am yoga instructor . what is call of duty ?,0
1731,train,112,7,it is a war based video game .,0
1732,train,112,8,that sounds like a lot of fun .,0
1733,train,112,9,"it is , almost as fun live action roleplay on the weekends .",0
1734,train,112,10,i like watching war movies .,1
1735,train,112,11,i do not but i did enjoy hacksaw ridge . are you married ?,1
1736,train,112,12,yes i am married to my wife of 32 years .,0
1737,train,112,13,that is amazing . i can not wait to meet the woman i could spend forever with .,0
1738,train,112,14,it is a great thing . i met her at school .,0
1739,train,112,15,what school did you go too ?,0
1740,train,113,0,i love cats and have five of them .,-1
1741,train,113,1,cats are nice . how old are you ?,1
1742,train,113,2,old enough to work in the construction field . you ?,0
1743,train,113,3,"i am 68 , been retired for a few years now .",0
1744,train,113,4,great . what did you work and retire from ?,0
1745,train,113,5,i was a tailor . these days i spend a lot of time at the casino,0
1746,train,113,6,ahh . my father taught me everything i know but not how to gamble .,0
1747,train,113,7,its probably for the best . i also enjoy mowing the lawn on a beautiful day,1
1748,train,113,8,do you have a pet cat or dog ?,1
1749,train,113,9,no not anymore . do you ?,0
1750,train,113,10,i have 5 cats that i love like humans,0
1751,train,113,11,animals are better friends than humans .,0
1752,train,113,12,sometimes and they are always happy to see you come in the door .,0
1753,train,113,13,"it such a nice day today , thinking about starting the grill",1
1754,train,114,0,hello how are you today ?,-1
1755,train,114,1,"not much , just came back from iraq . you ?",0
1756,train,114,2,"wow , i am an olympic athlete and won a gold medal !",0
1757,train,114,3,"congrats ! i am in the canadian army , served for 5 years .",0
1758,train,114,4,good for you ! i love garlic bread and italian food !,1
1759,train,114,5,i worked at an italian restaurant after i left high school .,0
1760,train,114,6,nice ! did you eat pizza all the time,0
1761,train,114,7,"yeah , i used to make it for my grandfather , he served in ww2 .",0
1762,train,114,8,wow ! a rich history of serving countries !,0
1763,train,114,9,yeah my whole family is part of the military and we all enjoy cooking !,0
1764,train,114,10,"cool , i just really like to do gymnastics",1
1765,train,114,11,that is cool ! are you going pro or you are doing it just as a workout ?,0
1766,train,114,12,just as a workout ! i do for 4 hours a day,0
1767,train,114,13,sorry i have to go right now ! my wife and kids are back home . see ya !,0
1768,train,115,0,hello ! how is your day going ?,-1
1769,train,115,1,"hey ! after the meal i just had , my day is going great , thanks !",0
1770,train,115,2,i just got finished feeding my fish .,0
1771,train,115,3,"ooooh , what kind of fish do you have ?",0
1772,train,115,4,i have a piranha . i was just feeding him pieces of my ex boyfriend .,0
1773,train,115,5,lol ! you are funny ! i fed myself pieces of hamburger and fries !,0
1774,train,115,6,hamburgers are the best ! i had one yesterday for my 18th .,0
1775,train,115,7,hope it was especially yummy for you ! and happy belated birthday !,0
1776,train,115,8,thank you ! do you like nature walks ?,1
1777,train,115,9,"i like walking , period ! but yes , especially nature walks . how about you ?",0
1778,train,115,10,i enjoy hiking and watching the sun . the best is when the sun is orange .,0
1779,train,115,11,the sun is magical and divine like that . my boyfriend is a sun gazer .,1
1780,train,115,12,my boyfriend used to gaze at other,0
1781,train,115,13,he used to gaze at other what ?,0
1782,train,115,14,other things . that is why i broke up with him a couple months ago .,0
1783,train,115,15,"oh dear , i am sorry . totally his loss .",0
1784,train,116,0,hi there how are you doing ?,-1
1785,train,116,1,hi . i am not doing well . my family does not support my choice of career .,0
1786,train,116,2,really why is that ? mine does not get me for being a vegetarian,0
1787,train,116,3,i want to work for a watch dealer and i like to shop for watches and shoes .,0
1788,train,116,4,well if that is what makes you happy go for it,0
1789,train,116,5,i really enjoy shopping and my dream is to one day own a rolls royce ghost .,0
1790,train,116,6,wow i enjoy running over driving,1
1791,train,116,7,running is also quite lovely . breathing in the lovely outside air .,0
1792,train,116,8,yes it is is it clears my head when i need to as well,0
1793,train,116,9,"yes , and it also helps with depression i have found .",0
1794,train,116,10,yes i wish i knew that before when i was a teenager,0
1795,train,116,11,"me too , it is good to know . spread the word to others . better than any medication .",0
1796,train,116,12,yes it is i never thought about it but i just might thanks for the idea,0
1797,train,116,13,no problem . always here to help a friend .,0
1798,train,116,14,so what else do you like to do on your spare time ?,1
1799,train,116,15,"oh , i like to spend time with my cat , nelly .",0
1800,train,117,0,"good evening , i heard you like horses can you tell me what kind",-1
1801,train,117,1,how are you doing today ?,1
1802,train,117,2,i am doing excellent . i would love to know more about your horses . i love horses,0
1803,train,117,3,i have one named charlie its just a pony,0
1804,train,117,4,oh that is a good name for a pony . what do they eat ?,0
1805,train,117,5,his and mine s favorite little snack is pizza,0
1806,train,117,6,really ! i did not know that pony eats pizza . that is really a fun fact,0
1807,train,117,7,he loves it do you have any pets ?,0
1808,train,117,8,i have a horse also named coco,0
1809,train,117,9,that is actually my nickname for my honda civic that is brown,1
1810,train,117,10,oh yeah ! that is awesome . what do you like to do for fun ?,1
1811,train,117,11,i like music and what about you ?,0
1812,train,117,12,i love music ? it is very relaxing . what kind of music do you listen to ?,0
1813,train,117,13,i work with a few different artists,0
1814,train,117,14,oh yeah but what kind of music do you like to listen to ?,0
1815,train,117,15,mainly country and you ?,0
1816,train,118,0,"hi , how are you doing today ?",-1
1817,train,118,1,i am really great . just got home from a ride on my bike .,0
1818,train,118,2,"me too , i am a custodian in the daytime and a singer at night .",0
1819,train,118,3,i am a waitress . it works but i wish i could make more money .,0
1820,train,118,4,"same here , i sing folk music and play the guitar , what do you like ?",1
1821,train,118,5,my favorite thing is to ride my motorcycle . i do not even have a car .,0
1822,train,118,6,"when i make it big one day , i will buy the car of my dreams",0
1823,train,118,7,what do you look like ?,1
1824,train,118,8,i am 19 years old and have long black hair . so i still live with my parents .,0
1825,train,118,9,i have pale skin and large brown eyes . and i wear my bike helmet all the time .,0
1826,train,118,10,"sine i live with my parents they want me to finish school , i want to sing .",0
1827,train,118,11,what kind of music if your favorite to sing ?,0
1828,train,118,12,folk music and i like to play the piano and guitar as well .,0
1829,train,118,13,i wish i could play instruments . i am not very musically inclined .,0
1830,train,118,14,folk music and i like to play the piano and guitar as well .,0
1831,train,118,15,i like rock music the most,0
1832,train,119,0,how are you doing this fine evening ?,-1
1833,train,119,1,"i am well , retired and living my best life ! how about you ?",0
1834,train,119,2,that is really great . i design video games,0
1835,train,119,3,that sounds great . my grandkids would love that !,0
1836,train,119,4,it is great . they should check out my game starcraft .,0
1837,train,119,5,i will mention it to them . do you have any hobbies ?,1
1838,train,119,6,i like to keep to myself . i am a recluse .,0
1839,train,119,7,i understand . i sew my own clothes so i could probably be a recluse too .,0
1840,train,119,8,i like to make things too . i am working on a robot,0
1841,train,119,9,that sounds very complicated . i hope it turns out well .,0
1842,train,119,10,i want to use it as a body double,0
1843,train,119,11,like an avatar or something ?,0
1844,train,119,12,yes ! that is going to be amazing,0
1845,train,119,13,i think it will be great !,0
1846,train,119,14,so what else do you do ?,0
1847,train,119,15,"well , i did have cancer , but it is gone now .",0
1848,train,120,0,"hi , how are you tonight ?",-1
1849,train,120,1,i am very well ! i just dyed my hair rainbow,0
